TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW
ACAD,ACADIA Pharmaceuticals Inc.,27.06,-43.4310985915493,-1.046,25.00,-1.6049925569678234,7.740399,12.28 ,3735021568,-65262376,520705984,-3670597952,3.23,64430000,1.725765306122449,1.656887755102041,25.98,15.68,0.0714,-0.40484340338949404,161204000,USD,United States,buy,-22.353,-16.80955427031308,-0.6211956493094265
ACAXR,,0.2,,None,,,18,,,None,None,,,None,,,0.15,0.15,,,,,,,,,
ACBA,Ace Global Business Acquisition,10.2,undefined,-0.216,,undefined,None,N/A ,61814660,-642014,122008,-61719604,0.02,185867,1.0515463917525774,1.0530927835051547,10.215,9.7,0.0008,-0.10604790221341262,6054000,USD,Hong Kong,none,None,undefined,undefined
ACB,Aurora Cannabis Inc.,3.53,undefined,-1.547,N/A,undefined,0.35427877,-1.51 ,839016704,-62906876,334080992,-415476768,1.556,414451008,1.2214532871972317,1.1868512110726643,3.43,2.89,None,-0.29289937908021507,214772992,USD,Canada,hold,-3.949,undefined,undefined
ACCD,"Accolade, Inc.",16.04,-16.456247887323947,-1.747,-0.90,-1.025950616416705,1.3072616,0.96 ,988289408,96218248,365982016,-665846912,5.466,280259008,1.2689873417721518,1.2049050632911391,15.23,12.64,0.074499995,1.4369854715763817,66958400,USD,United States,strong_buy,-10.298,13.535998357609635,0.8438901719208003
ACER,Acer Therapeutics Inc.,2.71,undefined,-1.077,N/A,undefined,None,-5.19 ,26463836,1078446,12710762,-24352654,0.888,393837,1.6130952380952381,1.528154761904762,2.5673,1.68,0.0099,0.07536204944724742,14310200,USD,United States,buy,-1.667,undefined,undefined
ACEV,ACE Convergence Acquisition Cor,10.07,undefined,0.203,,undefined,None,N/A ,291181856,1291960,8390,-141886506,0,527756,1.025458248472505,1.025458248472505,10.07,9.82,0.0341,0.15751230145764347,8202280,USD,United States,none,None,undefined,undefined
ACET,"Adicet Bio, Inc.",18.99,-93.34544225352116,-2.003,29.10,-4.915505121301799,2.3911903,11.86 ,500666304,-42882376,277544000,-449814272,6.96,20944000,3.0383999999999998,2.9152,18.22,6.25,0.0431,-1.0753634542130697,39877100,USD,United States,strong_buy,-8.388,-50.114966159157824,-2.639018755089933
ACEVW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACEVU,,10.36,,-0.114,,,None,N/A ,,None,15842,,,309210,,,10.31,9.9,,,,,,,,,
ACGL,Arch Capital Group Ltd.,47.36,374.3501408450705,5.23,49.25,7.904352636086792,1.4320431,,18852636672,7812673536,2691190016,-15600636672,7.139,2851105024,1.2964686558992609,1.300027374760471,47.49,36.53,0.0093,20.638091949407748,378556000,USD,Bermuda,none,8.246,1477.2222998153547,31.191349235966104
ACGLO,Arch Capital Group Ltd. - Depos,23.66,undefined,5.23,,undefined,0.6958686,,9918287872,7812673536,2691190016,-10999740160,7.139,2851105024,1.011111111111111,1.0,23.4,23.4,None,19.389221149817295,402939008,USD,Bermuda,none,4.338,undefined,undefined
ACHC,"Acadia Healthcare Company, Inc.",70.92,-154.6714647887324,-7.495,8.15,-2.180928719525274,2.7041059,2.49 ,6860157952,47268500,196312992,-6452839008,2.183,1567682048,1.4164170161773517,1.4282005192730178,71.51,50.07,0.0403,0.5255816384168227,89935600,USD,United States,buy,13.818,10.846228402934207,0.1529361026922477
ACHL,Achilles Therapeutics plc,2.95,-30.91700281690141,-2.132,3.20,-10.48033993793268,0.3982611,N/A ,-134279712,-44915876,266319008,155595648,6.559,12259000,1.0946196660482377,1.0278293135435994,2.77,2.695,None,-1.1520701975781733,38987100,USD,United Kingdom,buy,2.205,-16.70664049896461,-5.663267965750715
ACGLN,,20.54,,5.23,,,0.60458773,,,7812673536,2691190016,,,2851105024,,,20.32,20.32,,,,,,,,,
ACKIW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACKIU,,10.35,,-0.032,,,None,N/A ,,None,191915,,,0,,,10.35,8.14,,,,,,,,,
ACKIT,,10.23,,-0.032,,,None,N/A ,,None,191915,,,0,,,10.24,9.891,,,,,,,,,
ACIW,"ACI Worldwide, Inc.",26.67,18.192450704225354,0.716,12.00,0.6821316349540815,2.628785,2.20 ,5168485888,295395616,141482000,-2935329264,1.203,1145763968,1.0285383725414579,1.0,25.93,25.93,0.0201,2.512593913206199,117566000,USD,United States,buy,22.309,63.84111858343638,2.3937427290377347
ACLS,"Axcelis Technologies, Inc.",61.76,101.73295774647889,2.88,20.00,1.6472305334598265,3.6449978,7.62 ,1815143040,97055248,294923008,-1666162688,8.87,56467000,1.8513189448441247,1.7658872901678657,58.91,33.36,0.0348,2.924892578919611,33182500,USD,United States,buy,13.664,103.31874067507586,1.6729070705161246
ACLX,"Arcellx, Inc.",13.04,undefined,-145.547,N/A,undefined,None,N/A ,595093056,-34630248,104617000,-357457240,2.927,326000,1.0678021618080575,1.0497870946609893,12.82,12.212,0.0143,-0.969041486878998,35736600,USD,United States,strong_buy,-9.302,undefined,undefined
ACIU,AC Immune SA,4.28,undefined,-1.044,N/A,undefined,1.3286713,N/A ,135355648,-38510376,198216000,-134865216,2.566,2910000,1.2420197330237956,1.1491584445734184,3.96,3.446,0.018099999,-0.4613181279124091,83479000,USD,Switzerland,strong_buy,-1.755,undefined,undefined
ACQRW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACHV,"Achieve Life Sciences, Inc.",7.98,-118.92456338028173,-4.083,15.00,-14.902827491263373,2.670263,N/A ,47468464,-17058750,43022000,-31907856,4.547,14993000,1.31900826446281,1.2942148760330578,7.83,6.05,0.0359,-1.8030904232605138,9460840,USD,Canada,buy,-1.445,-52.518183032433,-6.58122594391391
ACNB,ACNB Corporation,34.63,undefined,3.194,N/A,undefined,1.1058306,,-336050912,None,710131008,409222816,81.82,73172000,1.2825925925925927,1.2777777777777777,34.5,27,0.0041,undefined,8679210,USD,United States,none,None,undefined,undefined
ACQR,Independence Holdings Corp.,9.8,undefined,None,,undefined,None,,607116480,None,1435699,-604622093,0.023,0,1.0176531671858775,1.016614745586708,9.79,9.63,None,undefined,49399500,USD,United States,none,None,undefined,undefined
ACQRU,,9.855,,None,,,None,N/A ,,None,1435699,,,0,,,9.855,9.76,,,,,,,,,
ACRS,"Aclaris Therapeutics, Inc.",16.18,-164.60437183098594,-1.602,74.40,-10.173323351729662,4.7812595,6.90 ,802910016,-28508000,191414000,-752833744,3.124,2894000,1.7473002159827213,1.6209503239740821,15.01,9.26,0.0521,-0.4652468380252958,61275000,USD,United States,strong_buy,-12.341,-47.803784968480834,-2.9544984529345384
ACRX,"AcelRx Pharmaceuticals, Inc.",0.268,undefined,-0.293,N/A,undefined,None,-9.09 ,6373418,-18207000,51630000,12291756,0.351,18621000,1.072,1.0604,0.2651,0.25,0.014199999,-0.12390013536125515,146948992,USD,United States,buy,-0.187,undefined,undefined
ACST,"Acasti Pharma, Inc.",1.16,undefined,-0.458,N/A,undefined,0.4585327,8.05 ,5071292,-4782000,46325000,-4692332,1.046,22000,1.247311827956989,1.236559139784946,1.15,0.93,0.0432,-0.10797458465234532,44288200,USD,Canada,strong_buy,-0.568,undefined,undefined
ACTD,ArcLight Clean Transition Corp.,9.93,undefined,-0.639,N/A,undefined,None,N/A ,385138272,None,1092857,-385371847,0.028,0,1.033298647242456,1.030197710718002,9.9002,9.61,0.0007,undefined,31116300,USD,United States,strong_buy,None,undefined,undefined
ACTDU,,10.12,,-0.639,,,None,N/A ,,None,1092857,,,0,,,10.12,9.79,,,,,,,,,
ACT,"Enact Holdings, Inc.",21.03,103.22916845070425,3.357,16.31,4.908662313395352,0.8384896,,3756795648,1041729024,425828000,-3016630368,2.615,758073024,1.121002132196162,1.10181236673774,20.67,18.76,None,6.397216150586948,162840992,USD,United States,buy,None,196.71709967962636,9.354117911537154
ACTDW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACMR,"ACM Research, Inc.",19.06,20.346591549295777,0.576,20.00,1.0675021799210798,1.5538193,3.95 ,701551552,-60377376,592564992,-458816576,10.089,39140000,1.354334470732697,1.2470393473955317,17.55,14.073333,0.1076,-1.1254021651605977,53649600,USD,United States,buy,17.088,-39.75364267919407,-2.08571052881396
ACOR,"Acorda Therapeutics, Inc.",1.65,-455.0281690140845,-9.79,29.00,-275.77464788732397,0.14546092,-2.79 ,167161840,68304248,45634000,23638502,3.445,190942000,1.0443037974683542,1.0126582278481013,1.6,1.58,0.0148,5.1549208697161575,13250300,USD,United States,buy,-4.44,239.5949136628637,145.20903858355376
ACTG,Acacia Research Corporation,4.55,4.662760563380282,0.132,20.00,1.02478254140226,1.0143964,1.69 ,-166089072,13316625,642732992,429878864,12.96,183956000,1.378787878787879,1.3363636363636364,4.41,3.3,0.0226,0.2865349319091893,46474700,USD,United States,none,11.234,10.121543791947142,2.224515119109262
ACWI,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,
ACWX,,51.79,,None,,,None,Not Found!,,,,,,,,,51.6,48.05,,,,,,,,,
ADALW,,0.3,,None,,,150,,,None,458,,,132500,,,0.2696,0.241,,,,,,,,,
ACXP,"Acurx Pharmaceuticals, Inc.",3.48,undefined,-1.493,N/A,undefined,2.9547324,N/A ,23062026,-208372,12958846,-23778342,1.266,0,1.1262135922330097,1.1003236245954693,3.4,3.09,0.0058999998,-0.02036234999804558,10233200,USD,United States,buy,None,undefined,undefined
ADAL,Anthemis Digital Acquisitions I,9.96,undefined,None,,undefined,4980,,300799552,None,458,-300667030,0,132500,1.428981348637016,1.4289526542324247,9.9598,6.97,None,undefined,23000000,USD,United States,none,None,undefined,undefined
ADALU,,10.1,,None,,,5295,,,None,458,,,132500,,,10.1,10,,,,,,,,,
ACVA,ACV Auctions Inc.,14.7,-7.192698591549297,-0.624,0.80,-0.48929922391491815,4.0808306,3.48 ,1721214336,69579128,579758976,-1692363392,3.71,3855000,1.4271844660194173,1.3941747572815533,14.36,10.3,0.025899999,0.6428226903178123,108240000,USD,United States,buy,-25.145,7.409663236001375,0.5040587235375086
ADAP,Adaptimmune Therapeutics plc,2.24,-11.9512676056338,-1.015,1.00,-5.33538732394366,1.6540214,-1.63 ,6968358,-75010752,369580000,27904224,2.358,25468000,1.3254437869822486,1.272189349112426,2.15,1.69,None,-0.47859245080774826,156732000,USD,United Kingdom,hold,-0.045,-5.635257589792642,-2.5157399954431434
ADAG,Adagene Inc.,3.7,undefined,-2.504,N/A,undefined,0.8354786,1.32 ,-45031344,None,208274208,52705392,4.779,7674029,1.0571428571428572,1.0142857142857142,3.55,3.5,None,undefined,43576700,USD,China,buy,0.745,undefined,undefined
ADES,"Advanced Emissions Solutions, I",6.05,237.0980281690141,3.27,50.00,39.189756722151095,0.76569295,5.00 ,42516732,2295500,78753000,-37307560,4.301,10498000,1.315217391304348,1.3195652173913046,6.07,4.6,0.0088,0.12183535905737487,18841000,USD,United States,buy,4.217,8.833921527145998,1.4601523185365286
ADGI,"Adagio Therapeutics, Inc.",4.01,undefined,-14.738,N/A,undefined,0.67814475,N/A ,-220202848,None,666321984,242976480,5.989,0,1.0926430517711172,1.0463215258855585,3.84,3.67,0.0833,undefined,109675000,USD,United States,hold,None,undefined,undefined
ADI,"Analog Devices, Inc.",161.25,83.68414535211268,2.909,14.71,0.5189714440441097,2.2195191,4.13 ,88847736832,2341289984,1790398976,-81280626176,3.421,6253575168,1.1212711216188025,1.1015923788331825,158.42,143.81,0.0137,4.473959179859791,523315008,USD,United States,buy,25.768,128.70383303774685,0.7981633056604456
ADBE,Adobe Inc.,452.72,283.88923943661973,10.068,14.25,0.6270746585894587,15.259731,13.08 ,210387156992,5721625088,4701000192,-209209159168,9.949,4664999936,1.1097710447614846,1.086851007501103,443.37,407.94,0.016,12.109259445502646,472500000,USD,United States,buy,32.263,341.44700577318736,0.7542123294159466
ADERU,,10.26,,None,,,None,N/A ,,None,311463,,,0,,,10.11,9.99,,,,,,,,,
ADERW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ADER,26 Capital Acquisition Corp.,9.875,undefined,None,,undefined,None,N/A ,339141664,None,311463,-338626041,0.009,0,1.0286458333333335,1.0270833333333333,9.86,9.6,None,undefined,27500000,USD,United States,none,None,undefined,undefined
ADILW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ADOCR,,0.3999,,-0.075,,,None,,,1017624,223398,,,975324,,,0.3999,0.3999,,,,,,,,,
ADIL,"Adial Pharmaceuticals, Inc",1.82,undefined,-1.045,N/A,undefined,9.700599,N/A ,32619506,-5325317,6062173,-32362607,0.256,256960,1.1592356687898089,1.0,1.57,1.57,0.041199997,-0.22451692735781442,23719000,USD,United States,buy,-1.844,undefined,undefined
ADNWW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ADOCW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ADN,"Advent Technologies Holdings, I",3.3,undefined,-0.45,N/A,undefined,1.1614174,2.66 ,89510224,-20058592,79764432,-71433696,1.556,137805,1.6624685138539042,1.410579345088161,2.8,1.985,0.1017,-0.3913596703451075,51253600,USD,United States,strong_buy,-2.628,undefined,undefined
ADOC,Edoc Acquisition Corp.,10.2,undefined,-0.075,,undefined,None,N/A ,56482864,1017624,223398,-55507522,0.041,975324,1.02,1.02,10.2,10,0.037,0.3153233103208934,3227240,USD,United States,none,None,undefined,undefined
ADMA,ADMA Biologics Inc,2.12,undefined,-0.513,N/A,undefined,2.8432732,0.06 ,453467328,-96389528,51089120,-350546880,0.261,102919712,2.099009900990099,2.00990099009901,2.03,1.01,0.0941,-0.4919841159657003,195920000,USD,United States,strong_buy,-8.707,undefined,undefined
ADRE,,43.5,,None,,,None,Not Found!,,,,,,,,,43.29,38.12,,,,,,,,,
ADMP,Adamis Pharmaceuticals Corporat,0.5412,undefined,-0.421,N/A,undefined,2.1793103,-8.79 ,47320692,-28986774,28731894,-46973106,0.193,775753,1.0824,1.0006,0.5003,0.5,0.0511,-0.19358976009776122,149732992,USD,United States,hold,-1.25,undefined,undefined
ADSEW,,1.18,,-100.834,,,None,N/A ,,None,None,,,7094000,,,1.07,1.07,,,,,,,,,
ADTHW,,1.3,,0.31,,,0.81336695,N/A ,,None,22640000,,,26806000,,,1.18,1.18,,,,,,,,,
ADP,"Automatic Data Processing, Inc.",238.5,177.83015211267607,6.46,13.71,0.7456190864263148,19.791025,2.09 ,101866397696,3923987456,1764700032,-98084196480,4.201,3450299904,1.2902353259399513,1.280876386259129,236.77,184.85,0.0108,9.341826544143156,420044992,USD,United States,hold,24.882,257.16074850699886,1.078242132104817
ADTH,"AdTheorent Holding Company, Inc",9.5,undefined,0.39,N/A,undefined,7.024981,6.68 ,755025920,749250,100093000,-695611320,1.167,41967000,2.3136872868972236,2.2430589381393085,9.21,4.106,None,0.008738220750139952,85744000,USD,United States,buy,55.051,undefined,undefined
ADPT,Adaptive Biotechnologies Corpor,13.18,-30.75488450704226,-1.477,8.30,-2.333451024813525,2.9002812,2.01 ,1624862464,-139103744,353060992,-1401164800,2.494,111740000,1.3313131313131312,1.2353535353535354,12.23,9.9,0.0493,-0.9824820883715674,141584000,USD,United States,buy,-8.332,-20.457767879556698,-1.552182691923877
ADSE,,7.04,,-96.053,N/A,,None,,,None,None,,,7094000,,,7,6.73,,,,,,,,,
ADSK,"Autodesk, Inc.",204.77,97.72709859154934,2.24,26.70,0.4772530087002458,51.978924,3.66 ,45794054144,1303000064,1764099968,-42186442880,8.118,3060000000,1.0992001717751894,1.0639325782382307,198.2,186.29,0.0148,5.9960979991532755,217308000,USD,United States,buy,55.434,261.5987769320731,1.2775249154274215
ADVWW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ADTN,"ADTRAN, Inc.",17.81,-2.409464788732395,-0.18,2.30,-0.13528718634095424,2.4264908,5.71 ,815465088,1814125,56953000,-821344152,1.16,4999000,1.060750446694461,1.0375223347230496,17.42,16.79,0.0592,0.0367866238938412,49314800,USD,United States,buy,-254.435,0.4924226387141787,0.027648660231003857
ADV,Advantage Solutions Inc.,5.97,4.837769014084508,0.17,14.46,0.8103465685233683,0.77728146,0.99 ,3938052096,185532496,164622000,-1772710480,0.517,2104537984,1.1393129770992365,1.1259541984732824,5.9,5.24,0.0328,0.5832209553898963,318116992,USD,United States,hold,7.744,16.596989802058843,2.7800652934771932
ADVM,"Adverum Biotechnologies, Inc.",1.26,undefined,-1.485,N/A,undefined,0.37958932,-1.75 ,-77768096,-80157872,305188000,184712136,3.09,102994000,1.0413223140495869,1.0082644628099173,1.22,1.21,0.0477,-0.811719499235165,98750704,USD,United States,hold,0.554,undefined,undefined
ADUS,Addus HomeCare Corporation,89.34,81.84619718309861,2.81,15.00,0.9161204072431006,2.453499,3.98 ,1505507328,21416124,168895008,-1255618656,10.695,263544992,1.3029021437946626,1.2973603616742015,88.96,68.57,0.0242,1.3425353560682045,15952000,USD,United States,strong_buy,17.897,39.10370586407109,0.4376953868823717
AEAC,Authentic Equity Acquisition Co,9.825,undefined,0.253,,undefined,None,N/A ,294457824,41152,442162,-294457838,0.015,0,1.0234375,1.0239583333333333,9.83,9.6,0.0004,0.001789217391304348,23000000,USD,United States,none,None,undefined,undefined
AEACU,,9.95,,0.253,,,None,N/A ,,41152,442162,,,0,,,9.98,9.885,,,,,,,,,
ADTX,"Aditxt, Inc.",0.43,undefined,-1.857,N/A,undefined,0.7620818,-12.34 ,10886314,-14227312,5469435,-12863387,0.203,4777420,1.34375,1.21875,0.39,0.32,0.018,-0.31818330642167364,44714200,USD,United States,buy,-0.489,undefined,undefined
AEACW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
AEAE,AltEnergy Acquisition Corp.,9.93,undefined,1.276,,undefined,1.3351241,N/A ,284795776,None,979226,-284795750,0.034,0,2.5792207792207793,2.5818181818181816,9.94,3.85,0.0094,undefined,23000000,USD,United States,none,None,undefined,undefined
