TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,FREE CASH_FLOW,TOTAL CASH,TOTAL CASH MINUS MARKET CAP,TOTAL CASH PER SHARE,TOTAL LIABILITIES,PRICE/52 WEEK LOW,DAY LOW/52 WEEK LOW,DAY LOW,52 WEEK LOW,PERCENT SHORT OF FLOAT,CASH FLOW PER SHARE,SHARES OUTSTANDING,CURRENCY,COUNTRY,RECOMMENDATION KEY,ENTERPRISE VALUE/EBITDA,INTRINSIC_VALUE_BY_CASH_FLOW,MARGIN_OF_SAFETY_BY_CASH_FLOW
ACABU,,9.97,,None,,,3330,N/A ,,None,None,,,None,,,9.97,9.935,,,,,,,,,
ACAHW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACAX,,9.86,,None,,,896.5364,,,None,None,,,None,,,9.88,9.8,,,,,,,,,
ACAH,Atlantic Coastal Acquisition Co,9.77,undefined,None,,undefined,None,,420256160,None,212592,-421549904,0.005,0,1.016649323621228,1.016649323621228,9.77,9.61,None,undefined,34500000,USD,United States,none,None,undefined,undefined
ACAXU,,10.08,,None,,,916.36365,N/A ,,None,None,,,None,,,10.08,9.94,,,,,,,,,
ACAXW,,0.16,,None,,,14.545454,N/A ,,None,None,,,None,,,0.16,0.16,,,,,,,,,
ACBAU,,10.895,,-0.216,,,None,N/A ,,-642014,122008,,,185867,,,10.895,9.76,,,,,,,,,
ACBAW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ABUS,Arbutus Biopharma Corporation,2.98,undefined,-0.832,N/A,undefined,2.6347303,-0.18 ,290249376,-38419876,155316992,-302500352,1.045,2614000,1.2521008403361344,1.2478991596638658,2.97,2.38,0.0512,-0.25847254477200254,148642000,USD,United States,buy,-4.153,undefined,undefined
ACBA,Ace Global Business Acquisition,10.21,undefined,-0.216,,undefined,None,N/A ,61814660,-642014,122008,-61628792,0.02,185867,1.0525773195876291,1.1577319587628867,11.23,9.7,0.0008,-0.10604790221341262,6054000,USD,Hong Kong,none,None,undefined,undefined
ACCD,"Accolade, Inc.",17.56,-17.283928994082842,-1.747,-0.90,-0.9842784165195241,1.6016287,1.26 ,1090066176,96218248,365982016,-898192576,5.466,280259008,1.3892405063291138,1.4145569620253162,17.88,12.64,0.074499995,1.4369854715763817,66958400,USD,United States,strong_buy,-11.359,14.216803008732013,0.8096129276043288
ACAXR,,0.2,,None,,,20,,,None,None,,,None,,,0.1101,0.1101,,,,,,,,,
ACAD,ACADIA Pharmaceuticals Inc.,24.22,-45.61550295857989,-1.046,25.00,-1.8833816250445867,7.6094074,12.02 ,3448078848,-65262376,520705984,-3599668288,3.23,64430000,1.5446428571428572,1.5465561224489797,24.25,15.68,0.0714,-0.40484340338949404,161204000,USD,United States,buy,-20.635,-17.65500522473711,-0.7289432380155703
ACEVU,,10.1238,,0.203,,,None,N/A ,,1291960,8390,,,527756,,,10.3,9.9,,,,,,,,,
ACET,"Adicet Bio, Inc.",19.97,-98.04033136094677,-2.003,29.10,-4.909380639005847,2.728107,13.58 ,539745856,-42882376,277544000,-552298432,6.96,20944000,3.1952,3.108816,19.4301,6.25,0.0431,-1.0955255574403728,39143200,USD,United States,strong_buy,-9.043,-53.62241071684476,-2.6851482582295825
ACEV,ACE Convergence Acquisition Cor,10.05,undefined,0.203,,undefined,None,N/A ,289600608,1291960,8390,-140212234,0,527756,1.0234215885947047,1.0234215885947047,10.05,9.82,0.0341,0.15751230145764347,8202280,USD,United States,none,None,undefined,undefined
ACEVW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACB,Aurora Cannabis Inc.,4,undefined,-1.557,N/A,undefined,0.40097454,-1.37 ,939960000,-62906876,334080992,-514272352,1.556,414451008,1.3840830449826989,1.356401384083045,3.92,2.89,None,-0.29289937908021507,214772992,USD,Canada,hold,-4.424,undefined,undefined
ACER,Acer Therapeutics Inc.,2.9,undefined,-1.077,N/A,undefined,None,-5.16 ,29182782,1078446,12710762,-29075022,0.888,393837,1.7261904761904763,1.7261904761904763,2.9,1.68,0.0099,0.07536204944724742,14310200,USD,United States,buy,-1.838,undefined,undefined
ACGLO,Arch Capital Group Ltd. - Depos,24.42,undefined,5.23,,undefined,0.7222482,,10204786688,7812673536,2691190016,-11518747392,7.139,2851105024,1.0391489361702129,1.0268085106382978,24.13,23.5,None,19.389221149817295,402939008,USD,Bermuda,none,4.463,undefined,undefined
ACHL,Achilles Therapeutics plc,2.94,-32.472,-2.132,3.20,-11.044897959183674,0.4178937,N/A ,-134685744,-44915876,266319008,150137448,6.559,12259000,1.090909090909091,1.0575139146567718,2.85,2.695,None,-1.1520701975781733,38987100,USD,United Kingdom,buy,2.211,-17.546915316959872,-5.96833854318363
ACHC,"Acadia Healthcare Company, Inc.",65.53,45.538242603550295,2.101,8.15,0.6949220601793117,2.3757825,2.33 ,7472055808,1145051136,133813000,-5905803512,1.488,1649206016,1.3087677251847414,1.3057719193129618,65.38,50.07,0.047399998,12.736659206691732,89902000,USD,United States,buy,14.846,276.06143594149006,4.212748908003816
ACGL,Arch Capital Group Ltd.,48.42,393.17840236686396,5.23,49.25,8.120165269865014,1.4409341,,19252226048,7812673536,2691190016,-15714202368,7.139,2851105024,1.3254859019983576,1.315083493019436,48.04,36.53,0.0093,20.638091949407748,378556000,USD,Bermuda,none,8.421,1551.5204628238193,32.04296701412266
ACIU,AC Immune SA,4,undefined,-1.055,N/A,undefined,1.3952714,N/A ,113723584,-38510376,198216000,-151561024,2.566,2910000,1.1607661056297156,1.1723737666860128,4.04,3.446,0.018099999,-0.4613181279124091,83479000,USD,Switzerland,strong_buy,-1.475,undefined,undefined
ACHV,"Achieve Life Sciences, Inc.",7.57,-124.90597633136097,-4.083,15.00,-16.500128973759704,2.5455158,N/A ,43589520,-17058750,43022000,-28407344,4.547,14993000,1.2512396694214878,1.2303801652892563,7.4438,6.05,0.0359,-1.8030904232605138,9460840,USD,Canada,buy,-1.327,-55.15963010802874,-7.286608997097588
ACKIT,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACKIU,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACKIW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACGLN,,21.11,,5.23,,,0.62474066,,,7812673536,2691190016,,,2851105024,,,20.8901,20.41,,,,,,,,,
ACLX,"Arcellx, Inc.",14.02,undefined,-145.547,N/A,undefined,None,N/A ,630114880,-34630248,104617000,-409275320,2.927,326000,1.1480510972813627,1.0637078283655421,12.99,12.212,0.0093,-0.969041486878998,35736600,USD,United States,strong_buy,-9.849,undefined,undefined
ACIW,"ACI Worldwide, Inc.",31.49,28.821301775147933,1.08,12.00,0.91525251747056,2.7937896,2.32 ,4637322752,257975120,122059000,-3335614216,1.061,1136027008,1.1091933779499823,1.056005635787249,29.98,28.39,0.0311,2.2420141834109715,115064000,USD,United States,buy,16.492,59.83126607800877,1.9000084496033272
ACQRW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACQRU,,9.94,,None,,,None,N/A ,,None,1435699,,,0,,,9.88,9.76,,,,,,,,,
ACQR,Independence Holdings Corp.,9.79,undefined,None,,undefined,None,,606495488,None,1435699,-604003021,0.023,0,1.016614745586708,1.0155763239875388,9.78,9.63,None,undefined,49399500,USD,United States,none,None,undefined,undefined
ACNB,ACNB Corporation,34.95,undefined,3.194,N/A,undefined,1.1055117,,-333620736,None,710131008,409309600,81.82,73172000,1.2944444444444445,1.2837037037037036,34.66,27,0.0041,undefined,8679210,USD,United States,none,None,undefined,undefined
ACRS,"Aclaris Therapeutics, Inc.",17.24,-172.88328994082843,-1.602,74.40,-10.028033059212786,5.2435617,7.92 ,867861568,-28508000,191414000,-844133456,3.124,2894000,1.8617710583153346,1.8012958963282937,16.68,9.26,0.0521,-0.4652468380252958,61275000,USD,United States,strong_buy,-13.339,-50.208117348552356,-2.9123037905192786
ACST,"Acasti Pharma, Inc.",1.22,undefined,-0.458,N/A,undefined,0.49043065,8.59 ,7728583,-4782000,46325000,-8753172,1.046,22000,1.3118279569892473,1.2903225806451613,1.2,0.93,0.0432,-0.10797458465234532,44288200,USD,Canada,strong_buy,-0.865,undefined,undefined
ACLS,"Axcelis Technologies, Inc.",75.53,106.84970414201184,2.88,20.00,1.4146657505893268,4.4128532,8.78 ,2273012992,97055248,294923008,-2079284992,8.87,56467000,2.2640887290167866,2.1127098321342928,70.48,33.36,0.0348,2.924892578919611,33182500,USD,United States,buy,17.111,108.51524538358558,1.4367171373439107
ACTDW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ACTDU,,10.02,,-0.639,,,None,N/A ,,None,1092857,,,0,,,10.02,9.79,,,,,,,,,
ACMR,"ACM Research, Inc.",20.69,38.42090414201183,0.576,42.74,1.8569794172069514,1.8038194,4.38 ,797291840,-60377376,592564992,-627977472,10.089,39140000,1.470156358838379,1.4609190303391526,20.56,14.073333,0.1076,-1.1254021651605977,53649600,USD,United States,buy,19.42,-75.0676540084165,-3.6282094735822374
ACTD,ArcLight Clean Transition Corp.,9.92,undefined,-0.639,N/A,undefined,None,N/A ,384749312,None,1092857,-385527399,0.028,0,1.032258064516129,1.0301768990634756,9.9,9.61,0.0007,undefined,31116300,USD,United States,strong_buy,None,undefined,undefined
ACT,"Enact Holdings, Inc.",22.25,108.4211680473373,3.357,16.31,4.872861485273587,0.8841028,,3955461888,1041729024,425828000,-3203897952,2.615,758073024,1.1860341151385927,1.1753731343283582,22.05,18.76,None,6.397216150586948,162840992,USD,United States,buy,None,206.61115498895668,9.285894606245245
ACTG,Acacia Research Corporation,4.51,4.897278106508876,0.132,20.00,1.085870977052966,1.0387597,0.50 ,-168072752,13316625,642732992,410146976,12.96,183956000,1.3666666666666667,1.3606060606060608,4.49,3.3,0.0226,0.26852419447530745,49591900,USD,United States,none,11.369,9.96240650508981,2.2089593137671417
ACOR,"Acorda Therapeutics, Inc.",1.61,-477.91420118343194,-9.79,29.00,-296.8411187474732,0.14107957,-2.80 ,166632048,68304248,45634000,24301016,3.445,190942000,1.018987341772152,1.0,1.58,1.58,0.0148,5.1549208697161575,13250300,USD,United States,buy,-4.426,251.6455454151379,156.30158100319122
ACWI,,,,,,,,Not Found!,,,,,,,,,,,,,,,,,,,
ACRX,"AcelRx Pharmaceuticals, Inc.",0.2855,undefined,-0.293,N/A,undefined,None,-9.08 ,8945031,-18207000,51630000,10484284,0.351,18621000,1.142,1.12,0.28,0.25,0.014199999,-0.12390013536125515,146948992,USD,United States,buy,-0.263,undefined,undefined
ACWX,,52.27,,None,,,None,Not Found!,,,,,,,,,52.44,48.05,,,,,,,,,
ACVA,ACV Auctions Inc.,14.81,-7.554461538461539,-0.624,0.80,-0.5100919337246144,4.2520347,3.62 ,1738403712,69579128,579758976,-1787686016,3.71,3855000,1.4378640776699028,1.4427184466019416,14.86,10.3,0.025899999,0.6428226903178123,108240000,USD,United States,buy,-25.396,7.782338605859432,0.5254786364523587
ACXP,"Acurx Pharmaceuticals, Inc.",3.28,undefined,-1.493,N/A,undefined,2.8065844,N/A ,20606056,-208372,12958846,-21936366,1.266,0,1.0614886731391586,1.0647249190938513,3.29,3.09,0.0058999998,-0.02036234999804558,10233200,USD,United States,buy,None,undefined,undefined
ADALU,,10.07,,None,,,5065,,,None,458,,,132500,,,10.07,10,,,,,,,,,
ADAL,Anthemis Digital Acquisitions I,9.95,undefined,None,,undefined,4974.9995,,300497664,None,458,-300365174,0,132500,1.4275466284074605,1.4246771879483502,9.93,6.97,None,undefined,23000000,USD,United States,none,None,undefined,undefined
ADALW,,0.26,,None,,,139.95,,,None,458,,,132500,,,0.2799,0.241,,,,,,,,,
ADERW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ADAP,Adaptimmune Therapeutics plc,2.06,-12.552366863905323,-1.015,1.00,-6.093381972769574,1.6160852,-1.65 ,-21243456,-75010752,369580000,35740832,2.358,25468000,1.2189349112426036,1.1893491124260354,2.01,1.69,None,-0.4800442345351918,156258000,USD,United Kingdom,hold,0.136,-5.936641717032845,-2.8818649111809926
ADAG,Adagene Inc.,3.57,undefined,-2.504,N/A,undefined,0.85420084,-1.95 ,-48081716,None,208274208,49219248,4.779,7674029,1.02,1.0171428571428571,3.56,3.5,None,undefined,43576700,USD,China,buy,0.795,undefined,undefined
ADERU,,10.15,,None,,,None,N/A ,,None,311463,,,0,,,10.09,9.99,,,,,,,,,
ADER,26 Capital Acquisition Corp.,9.88,undefined,None,,undefined,None,N/A ,339313536,None,311463,-339141657,0.009,0,1.0291666666666668,1.028125,9.87,9.6,None,undefined,27500000,USD,United States,none,None,undefined,undefined
ADBE,Adobe Inc.,455.62,298.16769230769233,10.068,14.25,0.6544218697767709,15.700041,13.38 ,215244455936,5721625088,4701000192,-211793767936,9.949,4664999936,1.116879933323528,1.1055302250330932,450.99,407.94,0.016,12.109259445502646,472500000,USD,United States,buy,33.008,358.62037588603994,0.7871041128265659
ADES,"Advanced Emissions Solutions, I",6.22,249.02307692307693,3.27,50.00,40.035864457086326,0.759478,4.99 ,45629324,2295500,78753000,-36365512,4.301,10498000,1.3521739130434782,1.3195652173913046,6.07,4.6,0.0088,0.12183535905737487,18841000,USD,United States,buy,4.525,9.278231189753933,1.4916770401533654
ADGI,"Adagio Therapeutics, Inc.",4.56,undefined,-14.738,N/A,undefined,0.794097,N/A ,-159014432,None,666321984,163462944,5.989,0,1.2425068119891007,1.165967302452316,4.2791,3.67,0.08270001,undefined,111252000,USD,United States,hold,None,undefined,undefined
ADI,"Analog Devices, Inc.",165.18,87.89311124260355,2.909,14.71,0.5321050444521344,2.3120806,4.28 ,90904371200,2341289984,1790398976,-84744973824,3.421,6253575168,1.1485988456991865,1.1324664487865934,162.86,143.81,0.0137,4.473959179859791,523315008,USD,United States,buy,26.364,135.17710274674596,0.8183624091702746
ADIL,"Adial Pharmaceuticals, Inc",2.01,undefined,-1.045,N/A,undefined,12.155689,N/A ,41869900,-5325317,6062173,-42087395,0.256,256960,1.135593220338983,1.0847457627118644,1.92,1.77,0.041199997,-0.22451692735781442,23719000,USD,United States,buy,-2.367,undefined,undefined
ADOCR,,0.3158,,-0.075,,,None,,,1017624,223398,,,975324,,,0.3158,0.3158,,,,,,,,,
ADILW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ADOCW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ADMP,Adamis Pharmaceuticals Corporat,0.571,undefined,-0.421,N/A,undefined,2.4530175,-6.21 ,57057844,-28986774,28731894,-55999130,0.193,775753,1.098076923076923,1.0576923076923077,0.55,0.52,0.0511,-0.1946910656475424,148886000,USD,United States,hold,-1.507,undefined,undefined
ADOC,Edoc Acquisition Corp.,10.14,undefined,-0.075,,undefined,None,N/A ,56300472,1017624,223398,-55315818,0.041,975324,1.014,1.014,10.14,10,0.037,0.3153233103208934,3227240,USD,United States,none,None,undefined,undefined
ADMA,ADMA Biologics Inc,1.83,undefined,-0.513,N/A,undefined,2.6352289,-0.07 ,410364832,-96389528,51089120,-321158880,0.261,102919712,1.811881188118812,1.801980198019802,1.82,1.01,0.0941,-0.4919841159657003,195920000,USD,United States,strong_buy,-7.88,undefined,undefined
ADNWW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ADRE,,44.16,,None,,,None,Not Found!,,,,,,,,,44.45,38.12,,,,,,,,,
ADTH,"AdTheorent Holding Company, Inc",9.84,undefined,0.39,N/A,undefined,7.3202124,6.88 ,784178880,749250,100093000,-729051512,1.167,41967000,2.3964929371651245,2.3136872868972236,9.5,4.106,None,0.008738220750139952,85744000,USD,United States,buy,57.177,undefined,undefined
ADSEW,,1.38,,-100.834,,,None,N/A ,,None,None,,,7094000,,,1.38,1.38,,,,,,,,,
ADSE,,8.62,,-98.378,N/A,,None,,,None,None,,,7094000,,,8.55,7.295,,,,,,,,,
ADN,"Advent Technologies Holdings, I",2.32,undefined,-0.45,N/A,undefined,0.86614174,1.96 ,39143900,-32960320,79764432,-32993488,1.556,0,1.1262135922330097,1.0388349514563107,2.14,2.06,0.1017,-0.6430830224608612,51253600,USD,United States,strong_buy,-0.924,undefined,undefined
ADPT,Adaptive Biotechnologies Corpor,13.88,-32.301727810650895,-1.477,8.30,-2.3272138192111593,3.4480338,2.63 ,1723971072,-139103744,353060992,-1732471296,2.494,111740000,1.402020202020202,1.41010101010101,13.96,9.9,0.0493,-0.9824820883715674,141584000,USD,United States,buy,-8.84,-21.48670886758174,-1.5480337800851396
ADSK,"Autodesk, Inc.",214.35,102.64236686390537,2.24,26.70,0.47885405581481394,54.75199,3.84 ,47875862528,1303000064,1764099968,-45098944640,8.118,3060000000,1.1506253690482582,1.1302807450748833,210.56,186.29,0.0148,5.923454748481123,219972992,USD,United States,buy,57.954,271.42741758720604,1.266281397654332
ADP,"Automatic Data Processing, Inc.",227.54,186.77427218934912,6.46,13.71,0.8208414880431973,19.440514,2.07 ,97262698496,3923987456,1764700032,-96315805824,4.201,3450299904,1.2309440086556667,1.2284933730051393,227.087,184.85,0.0108,9.341826544143156,420044992,USD,United States,hold,23.757,270.09486899403726,1.1870214863058683
ADTHW,,1.45,,0.31,,,0.83228254,N/A ,,None,22640000,,,26806000,,,1.31,1.31,,,,,,,,,
ADTN,"ADTRAN, Inc.",18.45,-2.530650887573965,-0.18,2.30,-0.13716264973300624,2.528167,5.81 ,854268096,1814125,56953000,-850439320,1.16,4999000,1.098868374032162,1.0798094103633116,18.13,16.79,0.0581,0.0367866238938412,49314800,USD,United States,buy,-266.542,0.5171894578211048,0.028031948933393214
ADV,Advantage Solutions Inc.,6.38,5.081088757396451,0.17,14.46,0.7964088961436443,0.8155711,1.00 ,4068480000,185532496,164622000,-1868145488,0.517,2104537984,1.2175572519083968,1.200381679389313,6.29,5.24,0.0328,0.5832209553898963,318116992,USD,United States,hold,8.001,17.43174964417423,2.732249160528876
ADVWW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ADVM,"Adverum Biotechnologies, Inc.",1.31,undefined,-1.485,N/A,undefined,0.4044804,-1.71 ,-72830560,-80157872,305188000,176812088,3.09,102994000,1.0826446280991737,1.0578512396694215,1.28,1.21,0.0478,-0.811719499235165,98750704,USD,United States,hold,0.519,undefined,undefined
AEACW,,,,,,,,N/A ,,,,,,,,,,,,,,,,,,,
ADXN,Addex Therapeutics Ltd,4.69,undefined,-2.922,,undefined,1.901566,-18.43 ,12084277,-8198540,20484836,-11730588,3.243,482014,1.098360655737705,1.152224824355972,4.92,4.27,None,-1.297904776981834,6316750,USD,Switzerland,none,-0.781,undefined,undefined
AEACU,,9.91,,0.253,,,None,N/A ,,41152,442162,,,0,,,9.93,9.885,,,,,,,,,
AEAC,Authentic Equity Acquisition Co,9.8,undefined,0.253,,undefined,None,N/A ,293557824,41152,442162,-293857838,0.015,0,1.0211524434719184,1.0201104511826613,9.79,9.597,0.0004,0.001789217391304348,23000000,USD,United States,none,None,undefined,undefined
ADTX,"Aditxt, Inc.",0.4565,undefined,-1.857,N/A,undefined,0.82342005,N/A ,11599862,-14227312,5469435,-14022565,0.203,4777420,1.4265625,1.3125,0.42,0.32,0.018,-0.323348,44000000,USD,United States,buy,-0.521,undefined,undefined
AEAEW,,0.2016,,None,,,None,N/A ,,None,48349,,,250000,,,0.2299,0.2299,,,,,,,,,
