TICKER SYMBOL,NAME,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,PRICE TO BOOK,ALTMAN Z-SCORE,ENTERPRISE VALUE,EV(YFINANCE),FREE CASH_FLOW (MIL),FREE CASH_FLOW (YFINANCE),TOTAL CASH (YFINANCE),TOTAL CASH MINUS MARKET CAP,TOTAL LIABILITIES (MIL),TOTAL LIABILITIES (YFINANCE),PRICE/FIFTY TWO WEEK LOW,DAY LOW/FIFTY TWO WEEK LOW,DAY LOW,FIFTY TWO WEEK LOW,PERCENT SHORT OF FLOAT,ENTERPRISE VALUE/EBITDA,EV/EBITDA (YFIANACE)
JRE,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
JRI,,15.59,,Unexpected error:<class 'TypeError'>,,,None,, 611.09 Mil ,,$-2.9,None,None,,$198.8,None,,,15.6614,11.6,,Not Found!,
JRNY,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
JRO,,9.84,,Unexpected error:<class 'TypeError'>,,,0.97852975,, 552.44 Mil ,,$61.31,7215391,None,,$267.54,227053776,,,9.85,7.83,,Not Found!,
JRS,,10.98,,Unexpected error:<class 'TypeError'>,,,1.1503322,, 446.77 Mil ,,$-12.1,8027954,None,,$144.3,117283808,,,11.01,7.19,,Not Found!,
JSD,,15.05,,Unexpected error:<class 'TypeError'>,,,None,, 165.79 Mil ,,$31.77,None,None,,$98.97,None,,,15.01,11.82,,Not Found!,
JSTC,,17.4,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,17.42,14.946,,Not Found!,
JSCP,,50.23,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,50.255,49.694,,Not Found!,
JT,Jianpu Technology Inc.,1.45,undefined,-3.337,N/A,undefined,0.03146117,-0.57 ," -48,457,000.00 ",-424215872,$0.0,None,668147968,638070380,$98.0,158476992,1.0583941605839415,1.0072992700729926,1.38,1.37,None,Not Found!,1.699
JTA,Nuveen Tax-Advantaged Total Ret,11.04,undefined,-1.006,N/A,undefined,1.0273021,, 228.82 Mil ,226621552,$-7.79,-1027553,611822,-153133170,$92.00,64762360,1.4818791946308723,1.4697986577181206,10.95,7.45,0.0023999999,Not Found!,None
JTD,,15.92,,Unexpected error:<class 'TypeError'>,N/A,,0.98973554,, 341.32 Mil ,,$-3.11,2823200,None,,$118.23,102600360,,,15.83,11.85,,Not Found!,
JULZ,,32.8898,,Key Error,,,None,Not Found!,,,Not Found!,,,,Not Found!,,,,32.99,25.99,,,
JUST,,63.2373,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,63.675,47.19,,Not Found!,
JUNZ,,26.1057,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,25.8431,24.873,,Not Found!,
JUSA,,49.1233,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,49.5609,47.72,,Not Found!,
JVAL,,35.42,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,35.7,24.78,,Not Found!,
JW-B,"John Wiley & Sons, Inc.",54.63,undefined,2.63,,undefined,2.8130114,Not Found!,,4125856256,Not Found!,261525504,93795000,-2999999048,Not Found!,989859968,1.7742773627801236,1.7862942513803184,55,30.79,0.0005,,12.485
JWN,"Nordstrom, Inc.",27.71,-53.900873015873024,-2.129,6.00,-1.945177662066872,27.263159,1.34 , 8.89 Bil ,10865089536,$414,-378375008,377000000,-4150032832,"$8,962",5455000064,2.364334470989761,2.3771331058020477,27.86,11.72,0.1378, 8.62 ,48.289
JWSM,Jaws Mustang Acquisition Corp.,9.76,undefined,None,,undefined,None,, 1.26 Bil ,1262639616,$,None,1354091,-1261345941,$0.18,0,1.012448132780083,1.0114107883817427,9.75,9.64,None,Not Found!,None
JW-A,"John Wiley & Sons, Inc.",54.3,50.97190476190476,2.63,2.60,0.9387091116372884,2.8140345,Not Found!,,4165509632,Not Found!,261525504,93795000,-2976227400,Not Found!,989859968,1.8099999999999998,1.8219999999999998,54.66,30,0.0499,,12.605
JXN,,,,Key Error,,,,, 1.42 Bil ,,$0,,,,"$355,668",,,,,,, 0.46 ,
JXI,,60.82,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,60.725,55.52,,Not Found!,
JZRO,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
K,Kellogg Company,62.78,75.96128571428572,3.69,3.29,1.209959950848769,6.8598094,2.63 , 29.59 Bil ,30109972480,"$1,114",1119750016,398000000,-21128157312,"$14,333",8332000256,1.108991344285462,1.105105105105105,62.56,56.61,0.0791, 12.11 ,12.694
KALL,,30.3124,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,30.9413,29.65,,Not Found!,
KAHC,KKR Acquisition Holdings I Corp,9.73,undefined,None,,undefined,None,, 1.69 Bil ,1673874560,$,None,4550487,-1680774569,$117.48,0,1.0082901554404144,1.0082901554404144,9.73,9.65,None, -2340.92 ,None
KAI,Kadant Inc,214.51,147.2166666666667,5.11,8.00,0.68629279132286,4.973969,5.02 , 2.73 Bil ,2431033600,$119.8,None,158144000,-2341734656,$498.4,273724992,1.9774151917404128,1.971146755162242,213.83,108.48,0.0163, 20.75 ,18.124
KAR,"KAR Auction Services, Inc",15.9,2.6321428571428576,0.067,14.00,0.16554357592093444,1.1914492,0.89 , 3.45 Bil ,5517109248,$306,563350016,759000000,-1132376768,"$5,617",3475599872,1.173431734317343,1.1040590405904058,14.96,13.55,0.1103, 7.77 ,15.058
KAPR,,27.02,,Key Error,,,None,Not Found!,,,Not Found!,,,,Not Found!,,,,27.251,25.75,,,
KARS,,46.14,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,46.51,28.38,,Not Found!,
KAMN,Kaman Corporation,34.48,-72.29095238095239,-2.238,10.00,-2.0966053474754176,1.2692086,3.10 , 1.07 Bil ,1533643264,$64.9,144208128,120724000,-853185696,$437.5,199067008,1.0162098437960505,1.0198644267609784,34.604,33.93,0.047, 98.5 ,13.967
KB,KB Financial Group Inc,42.76,212.79412698412705,9.095,4.90,4.976476309263963,0.00038918338,, 78.28 Bil ,35918543060992,$0,None,90300001288192,90283197814784,"$523,801",125300000161792,1.3463476070528966,1.3510705289672542,42.91,31.76,None,Not Found!,None
KBE,,,,Key Error,N/A,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
KBA,,44.45,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,45.31,38.93,,Not Found!,
KBH,KB Home,40.61,163.57733333333334,3.522,18.10,4.0280062382007715,1.3700144,2.98 , 5.58 Bil ,5031933440,$106,-78561872,608068992,-3431290240,"$2,732",1781970944,1.3424793388429752,1.3494214876033057,40.82,30.25,0.056700002, 9.34 ,8.739
KBND,,34.6579,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,34.81,33,,Not Found!,
KBUY,,22.1559,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,22.22,21.83,,Not Found!,
KCAC,Kensington Capital Acquisition ,9.98,undefined,None,,undefined,None,, 286.50 Mil ,285251328,$,None,1486179,-285438813,$0.00,100000,1.0199284619315279,1.0199284619315279,9.98,9.785,None,Not Found!,None
KBR,"KBR, Inc.",37.21,24.109922222222227,0.553,16.47,0.6479420108095196,3.231205,2.31 , 6.78 Bil ,6852330496,$332,276750016,483000000,-4838677312,"$4,021",1855000064,1.7610033128253668,1.7775674396592525,37.56,21.13,0.0685, 24.49 ,14.832
KCE,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
KDFI,,21.785,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,21.76,20.45,,Not Found!,
KEMQ,,27.6702,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,27.94,27.05,,Not Found!,
KEN,Kenon Holdings Ltd.,41.99,3500.124536507937,12.458,152.41,83.35614518951981,1.7640061,2.17 , 3.15 Bil ,3494425088,$-32.6,-277644256,325000000,-1992339904,"$1,418.0",1123000064,2.07974244675582,2.0861812778603266,42.12,20.19,0.00059999997, 5.19 ,68.381
KEMX,,31.4874,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,31.8235,23.476,,Not Found!,
KEP,Korea Electric Power Corporatio,10.12,82.62003968253968,1.4125,25.00,8.164035541752934,0.00019103858,0.69 , 11.94 Bil ,69790039277568,$-530,1555141754880,5852342779904,5839073993728,"$122,296",74236093792256,1.1781140861466821,1.1850989522700814,10.18,8.59,None, 0.9 ,4.573
KESG,,28.2721,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,29.1052,25.4,,Not Found!,
KEX,Kirby Corporation,49.53,24.228285714285715,1.186,3.20,0.4891638545181852,0.97612274,1.81 , 4.43 Bil ,5282755072,$307,273706880,52333000,-2960129592,"$2,662",1543192960,1.411111111111111,1.4185185185185185,49.79,35.1,0.0327, 14.23 ,16.66
KEY,KeyCorp,19.93,61.43098412698413,1.768,11.40,3.0823373872044217,1.2554861,, 35.26 Bil ,32490772480,"$1,748",None,3807000064,-15904240128,"$163,174",14314000384,1.7181034482758621,1.7396551724137932,20.18,11.6,0.014099999,Not Found!,None
KEY$I,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
KEY$J,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
KEYS,Keysight Technologies Inc.,174.23,156.7371666666667,3.995,13.97,0.8995991888117242,9.19459,6.89 , 32.73 Bil ,30329436160,"$1,161",911374976,1992999936,-30563419136,"$4,054",2032000000,1.824780058651026,1.8253037285295348,174.28,95.48,0.038900003, 24.43 ,23.995
KEY$K,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
KF,"Korea Fund, Inc. (The) New",41.04,undefined,13.17,N/A,undefined,0.8849012,, 210.01 Mil ,226688912,$0.0,None,4712403,-204760173,$1.5,0,1.4146845915201653,1.423647018269562,41.3,29.01,None,Not Found!,None
KFS,"Kingsway Financial Services, In",5.38,-8.624523809523811,-0.267,10.00,-1.6030713400601881,None,, 386.17 Mil ,381727584,$-9.43,3688250,15646000,-110941904,$432.57,260036000,1.9352517985611513,1.8884892086330936,5.25,2.78,0.00090000004, 33.45 ,36.885
KFY,Korn Ferry,71.16,85.7563492063492,2.09,15.00,1.205120140617611,2.8881423,3.42 , 3.93 Bil ,6936562688,$204,221065248,905361024,-3088440448,"$1,521",601089024,2.50210970464135,2.5130098452883263,71.47,28.44,0.0178, 9.98 ,32.043
KFVG,,24.065,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,24.43,22.03,,Not Found!,
KFYP,,31.7,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,32.21,28.9,,Not Found!,
KGC,Kinross Gold Corporation,5.49,0.942857142857143,1.08,-8.00,0.1717408274785324,1.025014,1.13 , 7.45 Bil ,8630768640,$973,295550016,744300032,-6137523712,"$3,575",1495900032,1.0457142857142858,1.0380952380952382,5.45,5.25,None, 2.76 ,4.131
KHYB,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
KGRN,,43.14,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,43.57,29.26,,Not Found!,
KIE,,37.15,,Unexpected error:<class 'TypeError'>,N/A,,None,Not Found!,Not Found!,,Not Found!,None,None,,Not Found!,None,,,37.42,27.47,,Not Found!,
KIM$M,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
KIM$L,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
KIM,Kimco Realty Corporation,21.42,54.02606349206349,2.362,4.60,2.5222251863708443,1.6715139,1.74 , 17.53 Bil ,14645959680,$646,454151008,230062000,-9236682832,"$5,787",5309997056,2.1334661354581677,2.1384462151394423,21.47,10.04,0.040799998, 21.17 ,23.284
KIO,,16.32,,Unexpected error:<class 'TypeError'>,,,None,, 463.95 Mil ,,$4.4,None,None,,$215.4,None,,,16.29,12.98,,Not Found!,
KIQ,Kelso Technologies Inc,0.6335,undefined,-0.078,,undefined,2.3076923,14.00 , 28.86 Mil ,33372632,$-3.98,-3177674,4522725,-29667439,$1.29,123377,1.4077777777777776,1.3777777777777778,0.62,0.45,0.030199999, -11.74 ,-14.807
KJAN,,30.9504,,Key Error,,,None,Not Found!,,,Not Found!,,,,Not Found!,,,,31.03,25.72,,,
KJUL,,25.98,,Key Error,,,None,Not Found!,,,Not Found!,,,,Not Found!,,,,26.05,23.71,,,
KKR,KKR & Co. Inc.,63.54,513.9955682539681,8.216,27.33,8.089322761315206,2.8127902,0.53 , 64.25 Bil ,101295226880,"$-4,650",None,13037330432,-23963811840,"$176,828",39150526464,1.888261515601783,1.872808320950966,63.02,33.65,0.0148, 3.54 ,None
KL,Kirkland Lake Gold Ltd.,42.09,undefined,2.734,,undefined,2.2089088,4.87 , 10.37 Bil ,9804963840,$682,518591488,792238976,-10649104512,"$1,932",26102000,1.3268812458623627,1.325935500141862,42.06,31.721,None, 6.4 ,5.91
KKR$C,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
KKRS,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
KLCD,,32.5105,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,32.71,26.105,,Not Found!,
KLDW,,48.7254,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,48.6415,36.555,,Not Found!,
KLNE,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
KLR,"Kaleyra, Inc.",11.03,undefined,None,N/A,undefined,None,1.03 , 562.98 Mil ,638222144,$-24.4,-22799000,124724000,-325525568,$326.4,232972992,1.767628205128205,1.7275641025641024,10.78,6.24,0.082399994, -21.78 ,-35.733
KLR-W,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
KMF,,7.06,,Unexpected error:<class 'TypeError'>,N/A,,None,, 453.76 Mil ,,$0.00,None,None,,$148.41,None,,,7.05,3.9,,Not Found!,
KMED,,31.235,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,31.6305,30.02,,Not Found!,
KMB,Kimberly-Clark Corporation,134.5,120.8495619047619,6.668,1.88,0.8985097539387502,86.988266,3.64 , 53.56 Bil ,52725334016,"$1,252",1661124992,320000000,-44706926592,"$17,069",8849999872,1.0506170910795187,1.0408529917200438,133.25,128.02,0.026600001, 15.52 ,12.894
KMI,"Kinder Morgan, Inc.",15.78,21.61981904761905,0.803,6.92,1.3700772527008271,1.1348765,0.73 , 69.14 Bil ,74089406464,"$4,340",3187000064,1503000064,-35024673280,"$39,035",33255999488,1.3781659388646288,1.3938864628820962,15.96,11.45,0.0147, 10.46 ,11.48
KMPR,Kemper Corporation,66.37,227.50007936507936,7.043,10.00,3.427754698886234,1.0073571,, 5.30 Bil ,5238110208,$382,529875008,744300032,-3596506112,"$10,645",1210300032,1.1061666666666667,1.1046666666666667,66.28,60,0.0064999997, 12.38 ,5.968
KMLM,,28.12,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,28.385,25.01,,Not Found!,
KMT,Kennametal Inc.,33.94,10.693396825396826,0.122,41.70,0.31506767311127953,2.28191,2.97 , 3.44 Bil ,3858776064,$108,115049752,114307000,-2791806024,"$1,298",664043008,1.222622478386167,1.2363112391930835,34.32,27.76,0.0661, 14.5 ,15.433
KMX,CarMax Inc,136.98,221.7669841269841,4.52,19.60,1.618973456906002,5.253103,2.44 , 39.30 Bil ,38667526144,$-854,367187264,377953984,-22546393408,"$18,129",16283452416,1.6172373081463989,1.6234946871310505,137.51,84.7,0.04, 16.85 ,20.783
KN,Knowles Corporation,18.44,12.268492063492063,0.299,15.00,0.6653195262197431,1.3160477,3.64 , 1.86 Bil ,1925832704,$130.8,90525000,94200000,-1648460096,$349.8,198700000,1.3143264433357094,1.3200285103349965,18.52,14.03,0.087799996, 12.18 ,11.969
KNG,,52.82,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,52.97,41.98,,Not Found!,
KNOP,KNOT Offshore Partners LP,17.83,94.82977777777779,2.771,11.10,5.318551754221974,0.97509587,0.47 , 1.55 Bil ,1676657280,$161.4,147500752,60019000,-530109512,"$1,043.7",1039190016,1.5033726812816188,1.5177065767284992,18,11.86,0.010299999, 8.37 ,8.407
KNGS,,27.278,,Key Error,,,None,Not Found!,,,Not Found!,,,,Not Found!,,,,27.3694,24.497,,,
KNX,Knight-Swift Transportation Hol,52.33,117.64500000000001,2.79,15.65,2.248136824001529,1.4556098,3.21 , 9.15 Bil ,9561691136,$487,387628992,179032000,-8463952960,"$2,584",964401024,1.411653628270839,1.4070677097383328,52.16,37.07,0.0397, 7.13 ,7.781
KO,Coca-Cola Company (The),54.05,54.29355555555554,1.67,10.12,1.0045061157364579,11.463363,4.15 , 261.59 Bil ,272789815296,"$11,492",7454374912,13045999616,-220345243648,"$65,939",42055999488,1.142706131078224,1.1429661733615222,54.0623,47.3,0.0066000004, 17.85 ,20.984
KOCG,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
KOCT,,26.905,,Key Error,,,None,Not Found!,,,Not Found!,,,,Not Found!,,,,26.89,23.81,,,
KOF,Coca Cola Femsa S.A.B. de C.V.,56.72,100.43733333333333,2.568,13.90,1.7707569346497414,0.111385815,2.11 , 13.60 Bil ,56374251520,$0,17118513152,49234173952,36709172224,"$7,264",90178584576,1.5685840707964602,1.5760508849557524,56.99,36.16,None, 12.54 ,1.666
KODK,Eastman Kodak Company,7.02,40.04,-6.552,-12.00,5.703703703703704,5.3283014,0.05 , 663.16 Mil ,808456448,$-5,27000000,401000000,-153234752,"$1,211",307000000,1.1160572337042924,1.1176470588235294,7.03,6.29,0.2178, -1.9 ,11.387
KOIN,,42.17,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,42.43,30.63,,Not Found!,
KOKU,,82.8416,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,82.2918,61.176,,Not Found!,
KOLD,,10.92,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,10.82,8.03,,Not Found!,
KONG,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
KOMP,,61.49,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,61.84,42.19,,Not Found!,
KOP,Koppers Holdings Inc. Koppers H,29.4,321.25150793650795,6.943,18.00,10.926922038656734,1.6932619,2.16 , 1.53 Bil ,1523420672,$37,3837500,44200000,-593664256,"$1,258",914300032,1.4425907752698723,1.452649656526006,29.605,20.38,0.0299, 6.31 ,6.267
KORP,,52.695,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,52.66,51.51,,Not Found!,
KOS,Kosmos Energy Ltd.,2.31,-44.553492063492065,-0.79,23.80,-19.287226001511716,2.777143,-0.35 , 3.20 Bil ,3657929216,$-32,-126416000,95242000,-896314672,"$3,696",2341324032,2.566666666666667,2.588888888888889,2.33,0.9,0.0617, 8.43 ,44.222
KORU,,28.4,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,28.9501,16.13,,Not Found!,
KR,Kroger Company (The),40.45,68.70914285714287,1.929,11.90,1.698619106480664,3.2501214,3.94 , 47.66 Bil ,47450689536,"$1,692",1711374976,2308999936,-27685799168,"$39,203",21152999424,1.3327841845140034,1.3184514003294892,40.015,30.35,0.0775, 8.71 ,8.621
KRBN,,39.73,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,39.63,18.88,,Not Found!,
KRE,,,,Key Error,N/A,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
KRC,Kilroy Realty Corporation,65.93,159.63357142857143,5.541,8.00,2.421258477606119,1.4385988,1.50 , 11.56 Bil ,12012533760,$-707.7,-569064384,657819008,-7194404480,"$4,741.3",4021008896,1.4560512367491167,1.4582597173144876,66.03,45.28,0.0533, 10.83 ,22.801
KRA,Kraton Corporation,39.4,98.37142857142858,-12.52,-13.00,2.496736765772299,2.0616405,1.05 , 2.28 Bil ,2084635648,$78,72786624,60781000,-1240086712,"$1,809",1015846976,2.415695892090742,2.421520539546291,39.495,16.31,0.050300002, -14.63 ,9.667
KREF,KKR Real Estate Finance Trust I,21.21,95.32076190476192,2.116,17.30,4.494142475472038,1.1321653,, 5.34 Bil ,5163088896,$120.1,None,209347008,-980739136,"$4,296.5",4178505984,1.31323137886199,1.319113367593338,21.305,16.151,0.051799998,Not Found!,None
KRO,Kronos Worldwide Inc,12.19,31.266504761904766,0.489,28.12,2.5649306613539595,1.770052,2.31 , 1.57 Bil ,1671224832,$104,65350000,363800000,-1053912640,"$1,146",495900000,1.0107794361525704,1.017412935323383,12.27,12.06,0.0363, 9.67 ,10.234
KRP,Kimbell Royalty Partners,12.91,-345.6410746031747,-3.547,47.31,-26.773127389866357,2.025536,2.11 , 996.45 Mil ,675153920,$68.3,60245116,12960623,-764825489,$202.3,165941072,2.3177737881508076,2.289048473967684,12.75,5.57,0.0086, -14.36 ,15.162
KRG,Kite Realty Group Trust,20.52,10.685714285714289,0.1,52.70,0.5207463102199946,1.4306289,0.49 , 2.98 Bil ,3006924800,$76.0,70758376,228842000,-1533525616,"$1,505.0",1366626048,2.052,2.068,20.68,10,0.0698, 15.62 ,21.218
KSA,,41.25,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,41.14,28.17,,Not Found!,
KSCD,,26.4724,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,26.7295,21.316,,Not Found!,
KSM,DWS Strategic Municipal Income ,12.63,undefined,0.42,N/A,undefined,1.0084968,, 142.63 Mil ,223951600,$6.41,4060801,3832,-142285688,$85.56,84802488,1.2086124401913878,1.2086124401913878,12.63,10.45,None,Not Found!,None
KSS,Kohl's Corporation,52.4,11.36680634920635,2.543,-5.94,0.2169237852901975,1.6372117,3.31 , 12.34 Bil ,11930509312,"$2,397",2288499968,2568999936,-5767592448,"$10,287",6607000064,2.8665207877461705,2.896061269146608,52.94,18.28,0.0832, 6.74 ,5.034
KSTR,,22.7,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,23.1,20.54,,Not Found!,
KT,KT Corporation,13.6,30.008000000000006,1.364,4.10,2.2064705882352946,0.00046550718,1.74 , 9.51 Bil ,6214794608640,$945,222753751040,4189146054656,4182664076288,"$16,457",8882197889024,1.4330874604847208,1.4341412012644887,13.61,9.49,None, 2.13 ,1.393
KSU$,,,,Key Error,,,,Not Found!,,,Not Found!,,,,Not Found!,,,,,,,,
KSU,Kansas City Southern,269.55,289.88492063492066,6.641,16.50,1.0754402546277895,5.7888865,3.09 , 28.29 Bil ,28105891840,$570,1326225024,325800000,-24219932608,"$6,277",3827800064,1.5687016236978408,1.5635802828376884,268.67,171.83,0.0365, 37.93 ,18.918
KTF,,12.24,,Unexpected error:<class 'TypeError'>,N/A,,0.96853065,, 481.12 Mil ,,$20.98,13648428,None,,$252.81,251117792,,,12.2301,10.6,,Not Found!,
KTEC,,19.23,,Key Error,,,None,4.33 , 121.63 Mil ,,$-1.5,,,,$37.2,,,,19.69,18.38,,Not Found!,
KTB,"Kontoor Brands, Inc.",51.21,66.80142857142857,1.17,24.20,1.3044606243200267,35.56157,3.90 , 3.72 Bil ,3798669056,$313,233328000,175628000,-2839844384,"$1,364",859289024,2.1940874035989717,2.220651242502142,51.83,23.34,0.070300005, 11.98 ,11.652
KTH,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
KTN,,,,Key Error,,,,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,,,,Not Found!,
KUKE,Kuke Music Holding Limited,6.12,undefined,None,,undefined,None,3.42 , 165.77 Mil ,27841166,$-15.41,None,232146000,52380464,$33.06,77881000,1.3450549450549452,1.3286813186813187,6.0455,4.55,None, 102.14 ,1.126
KULR,"KULR Technology Group, Inc.",2.37,undefined,-0.023,N/A,undefined,None,73.72 , 214.57 Mil ,222504144,$-5.54,-1931043,6166755,-223796413,$1.79,1535152,2.3465346534653464,2.376237623762376,2.4,1.01,None, -35.42 ,-68.17
KURE,,36.43,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,37.01,32.6,,Not Found!,
KVLE,,23.8909,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,24.0329,20.058,,Not Found!,
KW,Kennedy-Wilson Holdings Inc.,21.06,10.390984126984126,0.692,0.10,0.4933990563620193,2.2784002,0.83 , 7.66 Bil ,7385957888,$-197.1,161462496,686499968,-2320347264,"$5,360.1",4766700032,1.6491777603758808,1.6617071260767424,21.22,12.77,0.0197, 8.88 ,47.992
KWAC,Kingswood Acquisition Corp.,10.07,undefined,None,,undefined,None,N/A , 144.76 Mil ,143802720,$,None,1421649,-144381871,$0.04,0,1.030706243602866,1.030706243602866,10.07,9.77,0.0004,Not Found!,None
KWEB,,47.07,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,47.51,43.39,,Not Found!,
KWR,Quaker Chemical Corporation,234.5,130.55009523809525,2.22,25.18,0.5567168240430501,3.2057538,2.83 , 5.10 Bil ,5088757760,$107,109418752,163455008,-4081680608,"$1,569",944174976,1.347933551761798,1.3476892567684085,234.4575,173.97,0.1309, 18.61 ,23.764
KWT,,34.22,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,34.3444,25.85,,Not Found!,
KYN,Kayne Anderson MLP/Midstream In,7.78,undefined,-6.209,N/A,undefined,1.1473273,, 1.33 Bil ,1325488512,$34.9,-109920000,171000,-1001297160,$495.7,369716000,2.0582010582010586,2.068783068783069,7.82,3.78,0.0007,Not Found!,None
KXI,,61.15,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,61.12,52.75,,Not Found!,
L,Loews Corporation,51.7,-5.625347619047619,-0.143,14.03,-0.10880749746707193,0.79984725,, 22.16 Bil ,19410843648,"$1,395",2159500032,5390000128,-8392526848,"$62,210",9112000512,1.5786259541984733,1.597557251908397,52.32,32.75,0.0089, 8.45 ,5.81
LABD,,19.46,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,18.76,12.3,,Not Found!,
LABU,,62.03,,Key Error,,,None,Not Found!,Not Found!,,Not Found!,,,,Not Found!,,,,60.701,47.59,,Not Found!,
LAC,Lithium Americas Corp.,21.33,undefined,-0.395,,undefined,11.69141,N/A , 2.21 Bil ,1343028224,$-44.75,-57403752,514204992,-2116007104,$165.00,141980000,2.3832402234636874,2.4067039106145254,21.54,8.95,None, -63.74 ,-45.632
