TICKER SYMBOL,LIST PRICE,INTRINSIC VALUE,EPS TTM,GROWTH ESTIMATES NEXT 5 YEARS,MARGIN OF SAFETY,ENTERPRISE VALUE/EBITDA,ENTERPRISE VALUE,FREE CASH_FLOW (MIL),TOTAL LIABILITIES (MIL)
INDL,47.08,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
INDO,6.22,undefined,-0.074,N/A,undefined,-8.99, 37.94 Mil ,($0.99),$3.54 
INDS,38.84,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
INFL,27.11,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
TLRY,22.73,-13.38714474,-2.151,-4.2,-0.588963693,-18.22, 3.99 Bil ,($174.00),$572.10 
CDXS,22.89,-13.74131579,-0.404,15,-0.600319606,-74.34, 1.44 Bil ,($20.21),$51.54 
COTY,9.01,-5.543131579,-1.473,-5.9,-0.615219931,-16.61, 13.27 Bil ,($274),"$9,862 "
RL,123.16,-78.54959605,-4.029,4.97,-0.637784963,-290.99, 9.69 Bil ,$206 ,"$5,480 "
BWEN,6.6,-4.233552632,-0.09,24,-0.641447368,20.26, 138.26 Mil ,$3.60 ,$79.00 
INKM,34.6085,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
INMU,None,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
INN,10.16,undefined,-1.52,N/A,undefined,448.68, 2.27 Bil ,($42.10),"$1,181.00 "
INS,40.91,undefined,0.91,N/A,undefined,24.67, 331.37 Mil ,$14.09 ,$12.87 
INSI,20.45,undefined,1.33,N/A,undefined,Not Found!, 218.08 Mil ,$0.00 ,$0.85 
NLY,8.6,-5.547039474,-0.73,-3.25,-0.64500459,Not Found!, 19.54 Bil ,"($32,148.89)","$74,433.31 "
INSW,19.38,undefined,-0.195,N/A,undefined,8.43, 890.07 Mil ,$165.60 ,$614.50 
HPE,15.74,-10.15667632,-0.334,12.51,-0.645278038,8.16, 32.00 Bil ,$954 ,"$37,192 "
INTF,28.71,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BILL,145.5,-94.78598684,-1.701,30,-0.651450081,-287.25, 11.54 Bil ,($34.90),"$3,205.70 "
HROW,6.75,-4.421710526,-0.13,15,-0.655068226,47.85, 167.05 Mil ,($2.09),$30.65 
CCRN,12.49,-8.284736842,-0.36,7.4,-0.663309595,165.98, 536.29 Mil ,$22.60 ,$202.10 
EMKR,5.46,-3.639407895,-0.107,15,-0.666558222,-216.52, 198.98 Mil ,($0.30),$50.60 
IOO,66.01,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IOR,11.14,undefined,1.011,,undefined,-29.22, 46.43 Mil ,$4.31 ,$0.01 
ADPT,40.26,-26.92655263,-1.114,8.2,-0.668816508,-35.3, 5.10 Bil ,($168.49),$373.15 
IPAC,66.57,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IPAY,66.79,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IPFF,16.4887,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
BW,9.47,-6.443684211,-0.212,12.5,-0.680431279,20.67, 1.16 Bil ,($49.00),$930.10 
OUT,21.83,-15.02151316,-0.561,10,-0.688113292,33.19, 7.03 Bil ,$54 ,"$4,513 "
IPO,62.18,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IPOE,17.15,undefined,None,,undefined,Not Found!, 1.74 Bil ,$,$0.11 
IPOF,10.71,undefined,None,,undefined,Not Found!, 1.53 Bil ,$,$0.11 
IPOS,34.7548,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQDE,23.7688,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQDF,25.69,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQDG,37.08,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQDY,30.2996,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQI,12.97,undefined,0.357,N/A,undefined,Not Found!, 891.92 Mil ,$34.76 ,$441.66 
IQIN,32.0089,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQLT,36.44,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQM,43.2695,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQSI,28.5117,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IQSU,33.8124,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
HURN,50.38,-34.67605263,-1.089,13.5,-0.688290048,17.16, 1.40 Bil ,$120.30 ,$505.50 
COHU,41.84,-29.07343421,-0.33,52.37,-0.694871755,44.8, 2.39 Bil ,$31.10 ,$578.10 
IRBO,43.14,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IRL,11.28,undefined,-0.316,N/A,undefined,Not Found!, 55.38 Mil ,$0.00 ,$0.27 
DNB,23.81,-16.62505263,-0.48,15.43,-0.698238246,22.33, 13.14 Bil ,$74 ,"$5,642 "
IRR,3.233,undefined,None,N/A,undefined,Not Found!, 72.85 Mil ,$0.00 ,$0.63 
CHNG,22.1,-15.43965789,-0.773,5.3,-0.698627054,-24.81, 11.66 Bil ,$304 ,"$6,914 "
INCY,81.27,-57.85189474,-1.36,20.89,-0.711848096,-92.55, 16.50 Bil ,($312),$950 
ISCB,225.576,undefined,None,,undefined,Not Found!, 9.92 Bil ,$94.20 ,$669.10 
ISCF,34.98,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISCG,300.44,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISCV,168.75,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISD,15.66,undefined,None,,undefined,Not Found!, 701.74 Mil ,$45.89 ,$189.95 
ISDR,21.93,undefined,0.56,N/A,undefined,16.83, 68.02 Mil ,$4.39 ,$6.75 
ISMD,35.59,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISR,1.09,undefined,-0.046,N/A,undefined,-48.96, 153.69 Mil ,($3.05),$2.74 
ISRA,44.25,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISVL,34.55,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISWN,24.0743,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ISZE,30.8417,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
MPC,53.49,-38.13393158,-15.142,-6.76,-0.712917023,-9.32, 76.11 Bil ,($368),"$55,906 "
ITA,104.11,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ITB,67.865,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ITCB,5.86,undefined,1.5,N/A,undefined,Not Found!, 10.63 Bil ,"$4,297 ","$43,544 "
ITEQ,64.9726,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ECL,214.07,-153.7362605,-4.154,17.07,-0.718158829,29.53, 67.92 Bil ,"$1,371 ","$11,925 "
ITM,51.1697,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ITOT,91.6,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
AWI,90.09,-64.80852632,-2.073,13.1,-0.719375361,-270.87, 5.04 Bil ,$163.40 ,"$1,267.60 "
ITRG,2.71,undefined,None,,undefined,-6.03, 126.05 Mil ,($17.93),$47.10 
ATRC,65.52,-47.14875,-1.143,20,-0.719608516,-81.9, 2.75 Bil ,($25.10),$302.10 
SAVA,44.95,-32.46288158,-0.243,83.8,-0.722199813,-262.45, 1.78 Bil ,($5.38),$2.10 
NTUS,25.61,-18.54078947,-0.42,22,-0.723966789,89.47, 870.67 Mil ,$25.80 ,$189.30 
IVAL,28.85,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
MACK,6.28,-4.612184211,-0.226,5.6,-0.734424237,-24.17, 72.86 Mil ,($4.63),$0.77 
IVDG,11.828,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVE,141.24,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVES,48.08,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVH,13.64,undefined,None,,undefined,Not Found!, 311.58 Mil ,$45.12 ,$94.65 
IVLC,12.74,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVLU,25.29,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVOG,194.4175,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVOL,28.58,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVOO,176.45,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVOV,156.261,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DFIN,27.83,-20.45710526,-0.764,10,-0.735073851,14.79, 1.22 Bil ,$123.10 ,$617.80 
IVRA,13.0034,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVSG,12.3644,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVV,397.82,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IVW,65.11,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
NFG,49.99,-36.76026316,-1.494,8.5,-0.735352334,22.02, 7.11 Bil ,($429),"$4,995 "
IWB,223.83,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWC,146.95,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWD,151.55,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWDL,28.95,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWF,243.04,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWFH,28.2138,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWFL,22.4483,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWL,94.73,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWM,220.94,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWML,25.3967,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWN,159.47,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWO,300.74,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWP,102.06,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWR,73.93,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWS,109.3,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWV,237.23,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWX,63.6936,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IWY,134.54,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
RMNI,8.97,-6.598552632,-0.194,15,-0.735624597,27.24, 698.24 Mil ,$40.60 ,$480.90 
IXC,24.65,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IXG,73.39,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IXJ,77.06,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IXN,307.72,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IXP,80.38,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IXSE,30.6447,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYC,74.83,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYE,26.23,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYF,74.87,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYG,171.27,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYH,252.44,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYJ,105.69,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYK,176.99,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYLD,23.43,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYM,125.57,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYR,91.94,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYT,257.63,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYW,87.7,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYY,99.86,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IYZ,32.33,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
IZRL,31.45,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
J,129.27,undefined,None,11.88,undefined,31.61, 18.27 Bil ,$944 ,"$6,624 "
JAAA,50.4579,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JAGG,26.8204,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JANZ,26.3015,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JAX,9.64,undefined,-1.527,N/A,undefined,-13.5, 237.70 Mil ,($1.30),$127.00 
PPL,28.84,-21.28644737,1.91,-16.2,-0.738087634,10.67, 46.20 Bil ,($503),"$34,743 "
CDLX,109.7,-81.66761842,-2.037,19.2,-0.744463249,-79.01, 3.22 Bil ,($17.70),$265.30 
BDC,44.37,-33.11167895,-1.226,10.16,-0.746262766,13.41, 3.13 Bil ,$83 ,"$2,383 "
JCE,15.21,undefined,None,N/A,undefined,Not Found!, 241.69 Mil ,$0.00 ,$2.01 
ATNI,49.12,-36.7125,-0.89,20,-0.747404316,10.08, 945.34 Mil ,$11.00 ,$329.40 
JCO,8.39,undefined,None,,undefined,Not Found!, 311.87 Mil ,$45.22 ,$98.35 
JCPB,53.80445,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JCTR,53.4489,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JDD,9.48,undefined,-0.904,N/A,undefined,Not Found!, 263.05 Mil ,$37.17 ,$85.54 
JDIV,31.06,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JDST,12.29,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ARGO,50.32,-38.13815789,-1.7,7,-0.757912518,170.06, 2.33 Bil ,$52 ,"$8,608 "
SPLK,135.48,-102.8355263,-5.684,4,-0.75904581,-33.81, 23.14 Bil ,($243),"$4,274 "
JEMA,48.7333,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JEMD,7.9,undefined,None,,undefined,Not Found!, 111.43 Mil ,$21.77 ,$33.09 
JEPI,57.7717,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JEQ,9.02,undefined,1.09,N/A,undefined,Not Found!, 122.02 Mil ,$0.00 ,$0.43 
JETS,26.91,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JFR,9.66,undefined,-0.942,,undefined,Not Found!, 760.20 Mil ,$123.15 ,$346.76 
JGH,15.47,undefined,None,,undefined,Not Found!, 508.20 Mil ,$56.23 ,$163.00 
JGLD,22.95,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHAA,9.95,undefined,None,,undefined,Not Found!, 102.35 Mil ,$7.31 ,$29.22 
JHB,9.37,undefined,None,,undefined,Not Found!, 409.60 Mil ,$250.14 ,$0.48 
JHCS,37.1366,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHEM,30.61,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
UPLD,47.19,-36.15493026,-1.923,4.49,-0.766156607,73.84, 1.72 Bil ,$34.30 ,$704.60 
JHI,17.99,undefined,0.075,N/A,undefined,Not Found!, 159.25 Mil ,$11.49 ,$88.53 
JHMA,44.61,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMC,50.05,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMD,32.45,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHME,18.79,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMF,46.9754,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMH,44.4818,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMI,49.5426,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHML,50.8676,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMM,49.13,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMS,33.9487,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMT,82.1497,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHMU,32.0232,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JHS,15.61,undefined,1.13,N/A,undefined,Not Found!, 181.21 Mil ,$8.75 ,$92.49 
JHSC,33.86,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
FSLY,67.28,-51.60013158,-0.926,30,-0.76694607,-134.72, 7.95 Bil ,($57.40),$158.10 
JIG,72.6513,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JIGB,54.4076,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JIH,12.4,undefined,None,,undefined,-125.41, 551.93 Mil ,($0.99),$16.27 
GKOS,83.93,-64.59967105,-2.705,8,-0.769685107,-43.3, 3.62 Bil ,($29.90),$338.10 
JJA,56.57,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJC,60.1352,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJE,30.9478,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJG,59.7014,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJM,54.625,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJN,63.0649,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJP,61.4253,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJS,42.62,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJT,70.7741,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JJU,47.0586,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KOD,113.39,-88.0275,-2.91,12.4,-0.776325073,-36.4, 4.69 Bil ,($90.43),$206.60 
RAMP,51.88,-40.38157895,-0.93,21.5,-0.778365053,-38.05, 2.90 Bil ,($6.30),$201.00 
JLS,20.75,undefined,None,N/A,undefined,Not Found!, 129.63 Mil ,$16.31 ,$51.86 
JMBS,53.0043,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JMIA,35.46,undefined,-2.357,N/A,undefined,-19.73, 3.39 Bil ,($116.50),$160.30 
JMIN,33.4665,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JMOM,39.32,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
SCHL,30.11,-23.51221053,-0.923,9.1,-0.780877135,-29.67, 981.97 Mil ,($57),$858 
JMST,51.02914,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JMUB,54.4492,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
OSUR,11.67,-9.11625,-0.221,20,-0.781169666,185.3, 637.05 Mil ,($23.10),$55.90 
JNK,108.414,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
CDE,9.03,-7.065039474,0.106,-54.55,-0.782396398,11.63, 2.48 Bil ,$49.40 ,$710.50 
JNUG,78.18,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JO,35.82,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JOB,1.27,undefined,-0.938,N/A,undefined,15.47, 86.02 Mil ,($0.80),$93.10 
DRI,142,-111.2641605,-1.703,36.64,-0.783550426,-420.88, 22.90 Bil ,$259 ,"$7,521 "
JOF,9.3,undefined,0.733,N/A,undefined,Not Found!, 264.53 Mil ,$0.00 ,$0.41 
JOYY,33.14,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JP,2.22,undefined,-0.146,N/A,undefined,4.06,"-19,830,000.00",$0.00 ,$47.74 
JPC,9.49,undefined,-0.615,N/A,undefined,Not Found!, 1.38 Bil ,$170.47 ,$556.00 
JPEM,56.5684,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPHY,51.36865,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPI,25.01,undefined,None,,undefined,Not Found!, 770.49 Mil ,$62.48 ,$263.45 
JPIB,51.1998,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPIN,61,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
CMBM,46.72,-36.795,-0.892,20,-0.787564212,41.02, 1.26 Bil ,$51.80 ,$142.40 
JPMB,48.4421,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPME,82.7926,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPN,33.2208,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPS,9.72,undefined,-0.121,N/A,undefined,Not Found!, 2.72 Bil ,$242.79 ,"$1,087.92 "
JPSE,42.31,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPST,50.72473,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPT,24.49,undefined,None,N/A,undefined,Not Found!, 203.96 Mil ,$15.53 ,$39.05 
JPUS,91.31,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JPXN,73.59,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JQC,6.5,undefined,-0.482,N/A,undefined,Not Found!, 1.28 Bil ,$336.72 ,$580.86 
JQUA,37.7172,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JRI,14.72,undefined,None,,undefined,Not Found!, 578.24 Mil ,$154.30 ,$182.54 
JRO,9.54,undefined,-0.947,,undefined,Not Found!, 553.25 Mil ,$81.54 ,$243.96 
JRS,9.59,undefined,-0.953,,undefined,Not Found!, 387.95 Mil ,$41.00 ,$117.86 
JSCP,50.0657,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JSD,14.12,undefined,None,,undefined,Not Found!, 149.59 Mil ,$42.35 ,$89.67 
JSTC,16.25,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JT,2.6,undefined,-2.635,N/A,undefined,Not Found!, 54.52 Mil ,$0.00 ,$81.50 
JTA,10.74,undefined,-1.006,N/A,undefined,Not Found!, 208.91 Mil ,$27.34 ,$66.32 
JTD,15.11,undefined,-0.829,N/A,undefined,Not Found!, 315.83 Mil ,$30.84 ,$103.96 
JULZ,30.5196,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JUST,57.7483,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
JVAL,34.34,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ITRI,88.65,-69.82105263,-1.44,25,-0.787603527,57.76, 4.89 Bil ,$63 ,"$1,767 "
JWS,13.25,undefined,None,,undefined,-364.12, 1.16 Bil ,($1.15),$26.33 
JXI,60.5259,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
PRGO,40.47,-31.99769737,-1.195,10,-0.79065227,23.19, 8.36 Bil ,$466 ,"$5,833 "
TVTY,22.32,-17.67223816,-4.539,-5.81,-0.791766943,9.33, 1.53 Bil ,$153.90 ,$575.30 
KALL,34.8489,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ANIP,36.14,-29.19269737,-1.885,2.2,-0.807766944,21.28, 598.61 Mil ,($53.10),$265.50 
KAPR,27.08,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
ALLO,35.3,-28.58625,-2.079,1,-0.809808782,-17.06, 4.14 Bil ,($181.05),$148.21 
KARS,42.38,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
TPIC,56.43,-45.72236842,-0.54,50,-0.810249307,45.07, 2.36 Bil ,($28),$755 
KBA,44.24,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KBE,51.88,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
NEP,72.88,-59.08736842,-0.81,41.9,-0.810748743,20.87, 14.15 Bil ,$331.00 ,"$4,855.00 "
CLF,20.11,-16.74527105,-0.322,27.43,-0.832683792,43.31, 15.29 Bil ,($786),"$14,430 "
KBUY,26.11,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KCCB,39.075,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KCE,84.39,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KCNY,34.625,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KDFI,21.51,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KEMQ,32.18,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KEMX,31.0549,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
STKS,7.48,-6.233526316,-0.444,1.2,-0.833359133,53.9, 365.89 Mil ,($5.40),$193.60 
ZS,171.67,-143.6824342,-1.445,60.2,-0.836968802,-186.81, 23.39 Bil ,$80.30 ,"$1,466.70 "
KESG,32.598,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
DBX,26.66,-22.66680263,-0.619,16.8,-0.850217653,40.49, 11.36 Bil ,$491 ,"$2,053 "
VUZI,25.44,-21.65625,-0.525,20,-0.851267689,-91.69, 1.40 Bil ,($15.45),$4.17 
NVRO,139.5,-119.5685526,-2.466,25,-0.857122241,-89.13, 4.65 Bil ,($4.80),$401.00 
KF,43.39,undefined,13.17,N/A,undefined,Not Found!, 220.00 Mil ,$0.00 ,$2.75 
WWW,38.32,-33.21710526,-1.7,5,-0.866834688,-34.24, 3.69 Bil ,$299 ,"$1,564 "
KFVG,23.25,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
GAIN,12.23,-10.61138158,-0.473,7,-0.867651805,Not Found!, 503.03 Mil ,($83.59),$252.88 
KFYP,31.75,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
LPL,9.99,-8.708815789,-0.11,46.2,-0.871753332,4.98, 17.14 Bil ,($495),"$20,419 "
KGRN,40.95,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KIE,36.65,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
MPW,21.28,-18.64065789,0.81,-24.4,-0.875970766,19.08, 21.03 Bil ,$618 ,"$9,485 "
KIO,15.82,undefined,None,,undefined,Not Found!, 434.30 Mil ,$5.36 ,$198.83 
KIQ,1.17,undefined,-0.03,,undefined,3044.23, 56.93 Mil ,($3.28),$1.06 
KJAN,30.4419,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
KJUL,26.4397,undefined,None,,undefined,Not Found!,Not Found!,Not Found!,Not Found!
HCAP,8.65,-7.659473684,-0.392,5,-0.885488287,Not Found!, 107.50 Mil ,$27.96 ,$67.73 
